chapter_folder,word_number,type,english,french,relative_path
04_Core_Verbs,180,sentence2,She showed me the way.,Elle m'a montré le chemin.,04_Core_Verbs/180_to_show_ex2.m4a
04_Core_Verbs,181,word,to find,trouver,04_Core_Verbs/181_to_find.m4a
04_Core_Verbs,181,sentence1,I found my keys.,J'ai trouvé mes clés.,04_Core_Verbs/181_to_find_ex1.m4a
04_Core_Verbs,181,sentence2,She found a new job.,Elle a trouvé un nouvel emploi.,04_Core_Verbs/181_to_find_ex2.m4a
04_Core_Verbs,182,word,to lose,perdre,04_Core_Verbs/182_to_lose.m4a
04_Core_Verbs,182,sentence1,I lost my wallet.,J'ai perdu mon portefeuille.,04_Core_Verbs/182_to_lose_ex1.m4a
04_Core_Verbs,182,sentence2,She lost the game.,Elle a perdu le match.,04_Core_Verbs/182_to_lose_ex2.m4a
04_Core_Verbs,183,word,to look for,chercher,04_Core_Verbs/183_to_look_for.m4a
04_Core_Verbs,183,sentence1,I am looking for my glasses.,Je cherche mes lunettes.,04_Core_Verbs/183_to_look_for_ex1.m4a
04_Core_Verbs,183,sentence2,She is looking for a new apartment.,Elle cherche un nouvel appartement.,04_Core_Verbs/183_to_look_for_ex2.m4a
04_Core_Verbs,184,word,to search,rechercher,04_Core_Verbs/184_to_search.m4a
04_Core_Verbs,184,sentence1,I searched for information online.,J'ai fait des recherches en ligne.,04_Core_Verbs/184_to_search_ex1.m4a
04_Core_Verbs,184,sentence2,She searched her bag for the ticket.,Elle a fouillé son sac pour trouver le billet.,04_Core_Verbs/184_to_search_ex2.m4a
04_Core_Verbs,185,word,to keep,garder,04_Core_Verbs/185_to_keep.m4a
04_Core_Verbs,185,sentence1,I keep my promises.,Je tiens mes promesses.,04_Core_Verbs/185_to_keep_ex1.m4a
04_Core_Verbs,185,sentence2,She keeps a diary.,Elle tient un journal intime.,04_Core_Verbs/185_to_keep_ex2.m4a
04_Core_Verbs,186,word,to hold,tenir,04_Core_Verbs/186_to_hold.m4a
04_Core_Verbs,186,sentence1,She held my hand.,Elle a tenu ma main.,04_Core_Verbs/186_to_hold_ex1.m4a
04_Core_Verbs,186,sentence2,I held the door open for her.,J'ai tenu la porte ouverte pour elle.,04_Core_Verbs/186_to_hold_ex2.m4a
04_Core_Verbs,187,word,to open,ouvrir,04_Core_Verbs/187_to_open.m4a
04_Core_Verbs,187,sentence1,Please open the door.,"Ouvre la porte, s'il te plaît.",04_Core_Verbs/187_to_open_ex1.m4a
04_Core_Verbs,187,sentence2,She opened the window for fresh air.,Elle a ouvert la fenêtre pour de l'air frais.,04_Core_Verbs/187_to_open_ex2.m4a
04_Core_Verbs,188,word,to close,fermer,04_Core_Verbs/188_to_close.m4a
04_Core_Verbs,188,sentence1,Please close the door.,"Ferme la porte, s'il te plaît.",04_Core_Verbs/188_to_close_ex1.m4a
04_Core_Verbs,188,sentence2,The store closes at nine.,Le magasin ferme à neuf heures.,04_Core_Verbs/188_to_close_ex2.m4a
04_Core_Verbs,189,word,to break,casser,04_Core_Verbs/189_to_break.m4a
04_Core_Verbs,189,sentence1,I broke my phone.,J'ai cassé mon téléphone.,04_Core_Verbs/189_to_break_ex1.m4a
04_Core_Verbs,189,sentence2,She broke her arm skiing.,Elle s'est cassé le bras en skiant.,04_Core_Verbs/189_to_break_ex2.m4a
04_Core_Verbs,190,word,to fix,réparer,04_Core_Verbs/190_to_fix.m4a
04_Core_Verbs,190,sentence1,I fixed my bike.,J'ai réparé mon vélo.,04_Core_Verbs/190_to_fix_ex1.m4a
04_Core_Verbs,190,sentence2,She fixed the problem quickly.,Elle a résolu le problème rapidement.,04_Core_Verbs/190_to_fix_ex2.m4a
04_Core_Verbs,191,word,to build,construire,04_Core_Verbs/191_to_build.m4a
04_Core_Verbs,191,sentence1,They built a new house.,Ils ont construit une nouvelle maison.,04_Core_Verbs/191_to_build_ex1.m4a
04_Core_Verbs,191,sentence2,She builds furniture by hand.,Elle fabrique des meubles à la main.,04_Core_Verbs/191_to_build_ex2.m4a
04_Core_Verbs,192,word,to create,créer,04_Core_Verbs/192_to_create.m4a
04_Core_Verbs,192,sentence1,She created a new app.,Elle a créé une nouvelle application.,04_Core_Verbs/192_to_create_ex1.m4a
04_Core_Verbs,192,sentence2,We created a plan together.,Nous avons créé un plan ensemble.,04_Core_Verbs/192_to_create_ex2.m4a
04_Core_Verbs,193,word,to destroy,détruire,04_Core_Verbs/193_to_destroy.m4a
04_Core_Verbs,193,sentence1,The storm destroyed many houses.,La tempête a détruit de nombreuses maisons.,04_Core_Verbs/193_to_destroy_ex1.m4a
04_Core_Verbs,193,sentence2,The fire destroyed the forest.,Le feu a détruit la forêt.,04_Core_Verbs/193_to_destroy_ex2.m4a
04_Core_Verbs,194,word,to clean,nettoyer,04_Core_Verbs/194_to_clean.m4a
04_Core_Verbs,194,sentence1,I clean my room every Saturday.,Je nettoie ma chambre tous les samedis.,04_Core_Verbs/194_to_clean_ex1.m4a
04_Core_Verbs,194,sentence2,She cleans the kitchen after dinner.,Elle nettoie la cuisine après le dîner.,04_Core_Verbs/194_to_clean_ex2.m4a
04_Core_Verbs,195,word,to wash,laver,04_Core_Verbs/195_to_wash.m4a
04_Core_Verbs,195,sentence1,I wash my hands before eating.,Je me lave les mains avant de manger.,04_Core_Verbs/195_to_wash_ex1.m4a
04_Core_Verbs,195,sentence2,She washes the dishes every night.,Elle fait la vaisselle tous les soirs.,04_Core_Verbs/195_to_wash_ex2.m4a
04_Core_Verbs,196,word,to cook,cuisiner,04_Core_Verbs/196_to_cook.m4a
04_Core_Verbs,196,sentence1,I cook dinner every night.,Je cuisine le dîner tous les soirs.,04_Core_Verbs/196_to_cook_ex1.m4a
04_Core_Verbs,196,sentence2,She cooks delicious meals.,Elle cuisine de délicieux repas.,04_Core_Verbs/196_to_cook_ex2.m4a
04_Core_Verbs,197,word,to eat,manger,04_Core_Verbs/197_to_eat.m4a
04_Core_Verbs,197,sentence1,I eat breakfast every morning.,Je mange le petit-déjeuner tous les matins.,04_Core_Verbs/197_to_eat_ex1.m4a
04_Core_Verbs,197,sentence2,She eats healthy food.,Elle mange des aliments sains.,04_Core_Verbs/197_to_eat_ex2.m4a
04_Core_Verbs,198,word,to drink,boire,04_Core_Verbs/198_to_drink.m4a
04_Core_Verbs,198,sentence1,I drink water every day.,Je bois de l'eau tous les jours.,04_Core_Verbs/198_to_drink_ex1.m4a
04_Core_Verbs,198,sentence2,She drinks coffee in the morning.,Elle boit du café le matin.,04_Core_Verbs/198_to_drink_ex2.m4a
04_Core_Verbs,199,word,to sleep,dormir,04_Core_Verbs/199_to_sleep.m4a
04_Core_Verbs,199,sentence1,I sleep eight hours a night.,Je dors huit heures par nuit.,04_Core_Verbs/199_to_sleep_ex1.m4a
04_Core_Verbs,199,sentence2,She sleeps very well.,Elle dort très bien.,04_Core_Verbs/199_to_sleep_ex2.m4a
04_Core_Verbs,200,word,to wake up,se réveiller,04_Core_Verbs/200_to_wake_up.m4a
04_Core_Verbs,200,sentence1,I wake up at seven every day.,Je me réveille à sept heures tous les jours.,04_Core_Verbs/200_to_wake_up_ex1.m4a
04_Core_Verbs,200,sentence2,She wakes up early to exercise.,Elle se réveille tôt pour faire de l'exercice.,04_Core_Verbs/200_to_wake_up_ex2.m4a
04_Core_Verbs,201,word,to rest,se reposer,04_Core_Verbs/201_to_rest.m4a
04_Core_Verbs,201,sentence1,I need to rest.,J'ai besoin de me reposer.,04_Core_Verbs/201_to_rest_ex1.m4a
04_Core_Verbs,201,sentence2,She rests after work.,Elle se repose après le travail.,04_Core_Verbs/201_to_rest_ex2.m4a
04_Core_Verbs,202,word,to sit,s'asseoir,04_Core_Verbs/202_to_sit.m4a
04_Core_Verbs,202,sentence1,Please sit down.,"Assieds-toi, s'il te plaît.",04_Core_Verbs/202_to_sit_ex1.m4a
04_Core_Verbs,202,sentence2,She sat next to me.,Elle s'est assise à côté de moi.,04_Core_Verbs/202_to_sit_ex2.m4a
04_Core_Verbs,203,word,to stand,se tenir debout,04_Core_Verbs/203_to_stand.m4a
04_Core_Verbs,203,sentence1,She stood by the door.,Elle se tenait près de la porte.,04_Core_Verbs/203_to_stand_ex1.m4a
04_Core_Verbs,203,sentence2,We stood in line for an hour.,Nous avons fait la queue pendant une heure.,04_Core_Verbs/203_to_stand_ex2.m4a
04_Core_Verbs,204,word,to wait,attendre,04_Core_Verbs/204_to_wait.m4a
04_Core_Verbs,204,sentence1,I waited for an hour.,J'ai attendu pendant une heure.,04_Core_Verbs/204_to_wait_ex1.m4a
04_Core_Verbs,204,sentence2,She waits for the bus every morning.,Elle attend le bus tous les matins.,04_Core_Verbs/204_to_wait_ex2.m4a
04_Core_Verbs,205,word,to remember,se souvenir de,04_Core_Verbs/205_to_remember.m4a
04_Core_Verbs,205,sentence1,I remember that day well.,Je me souviens bien de ce jour.,04_Core_Verbs/205_to_remember_ex1.m4a
04_Core_Verbs,205,sentence2,She remembers everything.,Elle se souvient de tout.,04_Core_Verbs/205_to_remember_ex2.m4a
04_Core_Verbs,206,word,to forget,oublier,04_Core_Verbs/206_to_forget.m4a
04_Core_Verbs,206,sentence1,I forgot my umbrella.,J'ai oublié mon parapluie.,04_Core_Verbs/206_to_forget_ex1.m4a
04_Core_Verbs,206,sentence2,She forgets things easily.,Elle oublie facilement les choses.,04_Core_Verbs/206_to_forget_ex2.m4a
04_Core_Verbs,207,word,to decide,décider,04_Core_Verbs/207_to_decide.m4a
04_Core_Verbs,207,sentence1,I decided to stay home.,J'ai décidé de rester à la maison.,04_Core_Verbs/207_to_decide_ex1.m4a
04_Core_Verbs,207,sentence2,She decided to change careers.,Elle a décidé de changer de carrière.,04_Core_Verbs/207_to_decide_ex2.m4a
04_Core_Verbs,208,word,to choose,choisir,04_Core_Verbs/208_to_choose.m4a
04_Core_Verbs,208,sentence1,I chose the blue dress.,J'ai choisi la robe bleue.,04_Core_Verbs/208_to_choose_ex1.m4a
04_Core_Verbs,208,sentence2,She chooses her words carefully.,Elle choisit ses mots avec soin.,04_Core_Verbs/208_to_choose_ex2.m4a
04_Core_Verbs,209,word,to agree,être d'accord,04_Core_Verbs/209_to_agree.m4a
04_Core_Verbs,209,sentence1,I agree with you.,Je suis d'accord avec toi.,04_Core_Verbs/209_to_agree_ex1.m4a
04_Core_Verbs,209,sentence2,She agrees with the plan.,Elle est d'accord avec le plan.,04_Core_Verbs/209_to_agree_ex2.m4a
04_Core_Verbs,210,word,to disagree,ne pas être d'accord,04_Core_Verbs/210_to_disagree.m4a
04_Core_Verbs,210,sentence1,I disagree with your decision.,Je ne suis pas d'accord avec ta décision.,04_Core_Verbs/210_to_disagree_ex1.m4a
04_Core_Verbs,210,sentence2,She disagreed with the plan.,Elle n'était pas d'accord avec le plan.,04_Core_Verbs/210_to_disagree_ex2.m4a
04_Core_Verbs,211,word,to accept,accepter,04_Core_Verbs/211_to_accept.m4a
04_Core_Verbs,211,sentence1,I accept your apology.,J'accepte tes excuses.,04_Core_Verbs/211_to_accept_ex1.m4a
04_Core_Verbs,211,sentence2,She accepted the job offer.,Elle a accepté l'offre d'emploi.,04_Core_Verbs/211_to_accept_ex2.m4a
04_Core_Verbs,212,word,to refuse,refuser,04_Core_Verbs/212_to_refuse.m4a
04_Core_Verbs,212,sentence1,I refuse to give up.,Je refuse d'abandonner.,04_Core_Verbs/212_to_refuse_ex1.m4a
04_Core_Verbs,212,sentence2,She refused the offer.,Elle a refusé l'offre.,04_Core_Verbs/212_to_refuse_ex2.m4a
04_Core_Verbs,213,word,to promise,promettre,04_Core_Verbs/213_to_promise.m4a
04_Core_Verbs,213,sentence1,I promise to call you tomorrow.,Je promets de t'appeler demain.,04_Core_Verbs/213_to_promise_ex1.m4a
04_Core_Verbs,213,sentence2,She promised to help me.,Elle a promis de m'aider.,04_Core_Verbs/213_to_promise_ex2.m4a
04_Core_Verbs,214,word,to hope,espérer,04_Core_Verbs/214_to_hope.m4a
04_Core_Verbs,214,sentence1,I hope you feel better soon.,J'espère que tu te sentiras mieux bientôt.,04_Core_Verbs/214_to_hope_ex1.m4a
04_Core_Verbs,214,sentence2,She hopes to travel next year.,Elle espère voyager l'année prochaine.,04_Core_Verbs/214_to_hope_ex2.m4a
04_Core_Verbs,215,word,to wish,souhaiter,04_Core_Verbs/215_to_wish.m4a
04_Core_Verbs,215,sentence1,I wish you a happy birthday.,Je te souhaite un joyeux anniversaire.,04_Core_Verbs/215_to_wish_ex1.m4a
04_Core_Verbs,215,sentence2,She wishes she could travel more.,Elle souhaiterait pouvoir voyager davantage.,04_Core_Verbs/215_to_wish_ex2.m4a
04_Core_Verbs,216,word,to worry,s'inquiéter,04_Core_Verbs/216_to_worry.m4a
04_Core_Verbs,216,sentence1,I worry about my family.,Je m'inquiète pour ma famille.,04_Core_Verbs/216_to_worry_ex1.m4a
04_Core_Verbs,216,sentence2,She worries too much.,Elle s'inquiète trop.,04_Core_Verbs/216_to_worry_ex2.m4a
04_Core_Verbs,217,word,to laugh,rire,04_Core_Verbs/217_to_laugh.m4a
04_Core_Verbs,217,sentence1,I laugh at his jokes.,Je ris de ses blagues.,04_Core_Verbs/217_to_laugh_ex1.m4a
04_Core_Verbs,217,sentence2,She laughs a lot.,Elle rit beaucoup.,04_Core_Verbs/217_to_laugh_ex2.m4a
04_Core_Verbs,218,word,to cry,pleurer,04_Core_Verbs/218_to_cry.m4a
04_Core_Verbs,218,sentence1,She cried at the movie.,Elle a pleuré pendant le film.,04_Core_Verbs/218_to_cry_ex1.m4a
04_Core_Verbs,218,sentence2,I cried when I heard the news.,J'ai pleuré en apprenant la nouvelle.,04_Core_Verbs/218_to_cry_ex2.m4a
04_Core_Verbs,219,word,to smile,sourire,04_Core_Verbs/219_to_smile.m4a
04_Core_Verbs,219,sentence1,She smiled at me.,Elle m'a souri.,04_Core_Verbs/219_to_smile_ex1.m4a
04_Core_Verbs,219,sentence2,I always smile when I see you.,Je souris toujours quand je te vois.,04_Core_Verbs/219_to_smile_ex2.m4a
04_Core_Verbs,220,word,to feel,ressentir / se sentir,04_Core_Verbs/220_to_feel.m4a
04_Core_Verbs,220,sentence1,I feel happy today.,Je me sens heureux aujourd'hui.,04_Core_Verbs/220_to_feel_ex1.m4a
04_Core_Verbs,220,sentence2,She feels tired after work.,Elle se sent fatiguée après le travail.,04_Core_Verbs/220_to_feel_ex2.m4a
04_Core_Verbs,221,word,to touch,toucher,04_Core_Verbs/221_to_touch.m4a
04_Core_Verbs,221,sentence1,Don't touch the wet paint.,Ne touche pas la peinture fraîche.,04_Core_Verbs/221_to_touch_ex1.m4a
04_Core_Verbs,221,sentence2,She touched his shoulder gently.,Elle a touché son épaule doucement.,04_Core_Verbs/221_to_touch_ex2.m4a
04_Core_Verbs,222,word,to smell,sentir,04_Core_Verbs/222_to_smell.m4a
04_Core_Verbs,222,sentence1,This flower smells wonderful.,Cette fleur sent merveilleusement bon.,04_Core_Verbs/222_to_smell_ex1.m4a
04_Core_Verbs,222,sentence2,I smell smoke.,Je sens de la fumée.,04_Core_Verbs/222_to_smell_ex2.m4a
04_Core_Verbs,223,word,to taste,goûter,04_Core_Verbs/223_to_taste.m4a
04_Core_Verbs,223,sentence1,This soup tastes amazing.,Cette soupe a un goût incroyable.,04_Core_Verbs/223_to_taste_ex1.m4a
04_Core_Verbs,223,sentence2,I want to taste your cooking.,Je veux goûter ta cuisine.,04_Core_Verbs/223_to_taste_ex2.m4a
04_Core_Verbs,224,word,to use,utiliser,04_Core_Verbs/224_to_use.m4a
04_Core_Verbs,224,sentence1,I use my computer every day.,J'utilise mon ordinateur tous les jours.,04_Core_Verbs/224_to_use_ex1.m4a
04_Core_Verbs,224,sentence2,She uses public transport to go to work.,Elle utilise les transports en commun pour aller au travail.,04_Core_Verbs/224_to_use_ex2.m4a
04_Core_Verbs,225,word,must,devoir,04_Core_Verbs/225_must.m4a
04_Core_Verbs,225,sentence1,I must finish this today.,Je dois finir ceci aujourd'hui.,04_Core_Verbs/225_must_ex1.m4a
04_Core_Verbs,225,sentence2,She must leave early tomorrow.,Elle doit partir tôt demain.,04_Core_Verbs/225_must_ex2.m4a
04_Core_Verbs,226,word,must (obligation),devoir,04_Core_Verbs/226_must_obligation.m4a
04_Core_Verbs,226,sentence1,You must wear a seatbelt.,Tu dois porter une ceinture de sécurité.,04_Core_Verbs/226_must_obligation_ex1.m4a
04_Core_Verbs,226,sentence2,We must save money for the trip.,Nous devons économiser de l'argent pour le voyage.,04_Core_Verbs/226_must_obligation_ex2.m4a
04_Core_Verbs,227,word,can,pouvoir,04_Core_Verbs/227_can.m4a
04_Core_Verbs,227,sentence1,I can speak French.,Je peux parler français.,04_Core_Verbs/227_can_ex1.m4a
04_Core_Verbs,227,sentence2,She can swim very well.,Elle sait très bien nager.,04_Core_Verbs/227_can_ex2.m4a
04_Core_Verbs,228,word,to appear,apparaître,04_Core_Verbs/228_to_appear.m4a
04_Core_Verbs,228,sentence1,The moon appeared behind the clouds.,La lune est apparue derrière les nuages.,04_Core_Verbs/228_to_appear_ex1.m4a
04_Core_Verbs,228,sentence2,She appeared calm despite the situation.,Elle semblait calme malgré la situation.,04_Core_Verbs/228_to_appear_ex2.m4a
04_Core_Verbs,229,word,to seem,sembler,04_Core_Verbs/229_to_seem.m4a
04_Core_Verbs,229,sentence1,She seems tired today.,Elle semble fatiguée aujourd'hui.,04_Core_Verbs/229_to_seem_ex1.m4a
04_Core_Verbs,229,sentence2,This plan seems risky.,Ce plan semble risqué.,04_Core_Verbs/229_to_seem_ex2.m4a
04_Core_Verbs,230,word,to happen,arriver / se passer,04_Core_Verbs/230_to_happen.m4a
04_Core_Verbs,230,sentence1,What happened yesterday?,Qu'est-ce qui s'est passé hier ?,04_Core_Verbs/230_to_happen_ex1.m4a
04_Core_Verbs,230,sentence2,This happens all the time.,Ça arrive tout le temps.,04_Core_Verbs/230_to_happen_ex2.m4a
04_Core_Verbs,231,word,to exist,exister,04_Core_Verbs/231_to_exist.m4a
04_Core_Verbs,231,sentence1,Does this problem still exist?,Ce problème existe-t-il encore ?,04_Core_Verbs/231_to_exist_ex1.m4a
04_Core_Verbs,231,sentence2,This tradition has existed for centuries.,Cette tradition existe depuis des siècles.,04_Core_Verbs/231_to_exist_ex2.m4a
04_Core_Verbs,232,word,to belong,appartenir,04_Core_Verbs/232_to_belong.m4a
04_Core_Verbs,232,sentence1,This book belongs to me.,Ce livre m'appartient.,04_Core_Verbs/232_to_belong_ex1.m4a
04_Core_Verbs,232,sentence2,She belongs to a local club.,Elle appartient à un club local.,04_Core_Verbs/232_to_belong_ex2.m4a
04_Core_Verbs,233,word,to own,posséder,04_Core_Verbs/233_to_own.m4a
04_Core_Verbs,233,sentence1,I own a small house.,Je possède une petite maison.,04_Core_Verbs/233_to_own_ex1.m4a
04_Core_Verbs,233,sentence2,She owns a successful business.,Elle possède une entreprise prospère.,04_Core_Verbs/233_to_own_ex2.m4a
04_Core_Verbs,234,word,to share,partager,04_Core_Verbs/234_to_share.m4a
04_Core_Verbs,234,sentence1,I share my food with my friends.,Je partage ma nourriture avec mes amis.,04_Core_Verbs/234_to_share_ex1.m4a
04_Core_Verbs,234,sentence2,She shares everything with her sister.,Elle partage tout avec sa sœur.,04_Core_Verbs/234_to_share_ex2.m4a
04_Core_Verbs,235,word,to meet,rencontrer,04_Core_Verbs/235_to_meet.m4a
04_Core_Verbs,235,sentence1,I met her at a party.,Je l'ai rencontrée à une fête.,04_Core_Verbs/235_to_meet_ex1.m4a
04_Core_Verbs,235,sentence2,She meets new people easily.,Elle rencontre facilement de nouvelles personnes.,04_Core_Verbs/235_to_meet_ex2.m4a
04_Core_Verbs,236,word,to visit,visiter / rendre visite,04_Core_Verbs/236_to_visit.m4a
04_Core_Verbs,236,sentence1,I visited Paris last summer.,J'ai visité Paris l'été dernier.,04_Core_Verbs/236_to_visit_ex1.m4a
04_Core_Verbs,236,sentence2,She visits her grandmother every weekend.,Elle rend visite à sa grand-mère chaque week-end.,04_Core_Verbs/236_to_visit_ex2.m4a
04_Core_Verbs,237,word,to call,appeler,04_Core_Verbs/237_to_call.m4a
04_Core_Verbs,237,sentence1,I called you yesterday.,Je t'ai appelé hier.,04_Core_Verbs/237_to_call_ex1.m4a
04_Core_Verbs,237,sentence2,She calls her mother every day.,Elle appelle sa mère tous les jours.,04_Core_Verbs/237_to_call_ex2.m4a
04_Core_Verbs,238,word,to invite,inviter,04_Core_Verbs/238_to_invite.m4a
04_Core_Verbs,238,sentence1,I invited my friends to dinner.,J'ai invité mes amis à dîner.,04_Core_Verbs/238_to_invite_ex1.m4a
04_Core_Verbs,238,sentence2,She invites everyone to her parties.,Elle invite tout le monde à ses fêtes.,04_Core_Verbs/238_to_invite_ex2.m4a
04_Core_Verbs,239,word,to introduce,présenter,04_Core_Verbs/239_to_introduce.m4a
04_Core_Verbs,239,sentence1,Let me introduce my friend.,Laisse-moi te présenter mon ami.,04_Core_Verbs/239_to_introduce_ex1.m4a
04_Core_Verbs,239,sentence2,She introduced herself to the class.,Elle s'est présentée à la classe.,04_Core_Verbs/239_to_introduce_ex2.m4a
04_Core_Verbs,240,word,to marry,épouser,04_Core_Verbs/240_to_marry.m4a
04_Core_Verbs,240,sentence1,They got married last year.,Ils se sont mariés l'année dernière.,04_Core_Verbs/240_to_marry_ex1.m4a
04_Core_Verbs,240,sentence2,She married her childhood friend.,Elle a épousé son ami d'enfance.,04_Core_Verbs/240_to_marry_ex2.m4a
